Agency type,Agency,Population,Total Offenses,Crimes Against Persons,Crimes Against Property,Crimes Against Society,"Assault
Offenses","Aggravated
Assault","Simple
Assault",Intimidation,"Homicide
Offenses","Murder and
Nonnegligent
Manslaughter","Negligent
Man-
slaughter","Justifiable
Homicide","Human
Trafficking
Offenses","Commercial
Sex Acts","Involuntary
Servitude","Kidnapping/
Abduction","Sex
Offenses",Rape,Sodomy,"Sexual
Assault
With an
Object","Criminal
Sexual
Contact2",Incest,"Statutory
Rape",Arson,Bribery,"Burglary/
Breaking &
Entering","Counterfiting/
Forgery","Destruction/
Damage/
Vandalism
of Property",Embezzlement,"Extortion/
Blackmail","Fraud
Offenses","False
Pretenses/
Swindle/
Confidence
Game","Credit
Card/
Automated
Teller
Machine
Fraud",Impersonation,"Welfare
Fraud","Wire
Fraud","Identity 
Theft","Hacking/
Computer 
Invasion","Larceny/
Theft
Offenses",Pocketpicking,Purse snatching,"Shop 
lifting","Theft
From
Building","Theft
From
Coin Op-
erated
Machine
or Device","Theft
From
Motor
Vehicle","Theft of 
Motor 
Vehicle
Parts or
Acces-
sories","All
Other
Larceny","Motor
Vehicle
Theft",Robbery,"Stolen
Property
Offenses","Animal 
Cruelty","Drug/
Narcotic
Offenses","Drug/
Narcotic
Violations","Drug
Equipment
Violations","Gambling
Offenses","Betting/
Wagering","Operating/
Promoting/
Assisting
Gambling","Gambling
Equipment
Violations","Sports
Tampering","Pornography/
Obscene
Material","Prostitution
Offenses",Prostitution,"Assisting or
Promoting
Prostitution","Purchasing
Prostitution","Weapon
Law
Violations"
,Jamaica Beach,1060,30,2,13,15,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,0,1,0,13,3,10,0,0,0,0,0,0,0,0,0,0,2
,Jarrell,4744,152,30,32,90,27,3,22,2,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,4,6,3,0,0,7,7,0,0,0,0,0,0,9,0,0,0,1,0,2,0,6,3,0,0,0,67,65,2,0,0,0,0,0,0,0,0,0,0,23
,Jasper,7701,535,132,339,64,126,22,98,6,4,1,3,0,0,0,0,1,1,0,0,0,1,0,0,7,0,50,10,47,0,0,25,2,10,13,0,0,0,0,184,0,0,41,0,0,15,0,128,12,4,0,0,51,51,0,0,0,0,0,0,1,0,0,0,0,12
,Jefferson,1835,62,12,38,12,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,0,6,3,1,0,0,0,2,0,15,0,0,2,1,0,0,2,10,6,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,3
,Jersey Village,7496,475,74,321,80,71,14,54,3,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,10,8,52,0,0,15,4,0,0,0,0,11,0,174,1,0,40,0,0,0,19,114,52,10,0,0,52,39,13,0,0,0,0,0,0,1,1,0,0,27
,Jonestown,2674,87,26,48,13,25,2,19,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,8,0,0,5,3,0,2,0,0,0,0,21,0,0,2,4,0,5,0,10,3,1,3,2,8,6,2,0,0,0,0,0,1,1,0,1,0,1
,Josephine,4785,93,37,43,13,33,3,16,14,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,16,1,13,0,0,2,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1,0,0,0,7,3,4,0,0,0,0,0,1,0,0,0,0,5
,Joshua,9054,256,54,113,89,48,9,37,2,0,0,0,0,0,0,0,2,4,1,1,0,2,0,0,0,0,12,9,17,0,0,20,4,10,0,0,0,6,0,49,0,0,13,1,0,9,0,26,5,1,0,0,80,19,61,0,0,0,0,0,0,0,0,0,0,9
,Jourdanton,4342,179,72,39,68,70,22,38,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,4,3,0,0,1,0,0,0,16,0,0,0,0,0,1,0,15,4,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,7
,Junction,2554,46,21,8,17,20,2,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,1,1,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
,Karnes City,3112,117,20,50,47,20,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,4,0,14,5,0,0,0,42,41,1,0,0,0,0,0,0,0,0,0,0,5
,Katy,26776,2007,258,1381,368,232,28,183,21,0,0,0,0,1,0,1,2,23,17,1,0,5,0,0,0,0,35,29,198,0,0,218,184,34,0,0,0,0,0,786,0,2,153,0,0,153,6,472,97,15,3,0,290,123,167,0,0,0,0,0,2,0,0,0,0,76
,Kaufman,8935,629,81,189,359,76,11,61,4,0,0,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,13,14,29,8,0,11,1,1,9,0,0,0,0,88,0,0,30,12,0,13,3,30,24,0,2,0,337,236,101,1,0,1,0,0,1,0,0,0,0,20
,Keene,6884,228,64,80,84,58,6,48,4,1,1,0,0,0,0,0,1,4,3,0,0,1,0,0,2,0,14,0,16,0,0,8,1,2,0,0,0,5,0,36,0,0,1,3,0,11,1,20,3,1,0,2,71,21,50,0,0,0,0,0,0,0,0,0,0,11
,Keller,45024,996,202,606,188,187,22,139,26,2,0,2,0,0,0,0,0,13,4,3,0,6,0,0,1,0,44,24,69,8,5,136,39,21,1,0,0,72,3,287,0,3,74,24,0,78,22,86,29,2,1,0,162,133,29,0,0,0,0,0,8,0,0,0,0,18
,Kemah,1783,143,40,84,19,33,4,27,2,0,0,0,0,0,0,0,1,6,5,0,0,1,0,0,0,0,9,0,10,0,0,3,0,1,0,0,1,1,0,51,0,0,26,3,0,6,1,15,8,2,1,0,14,11,3,0,0,0,0,0,0,0,0,0,0,5
,Kemp,1327,100,26,31,43,25,5,10,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,6,0,0,6,2,2,0,0,0,2,0,15,0,0,5,1,0,0,1,8,0,0,1,0,40,32,8,0,0,0,0,0,0,0,0,0,0,3
,Kempner,1278,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Kenedy,3404,144,42,89,13,41,5,35,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,20,0,19,0,0,3,2,0,0,0,0,1,0,42,0,0,17,1,0,2,3,19,4,1,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
,Kennedale,9781,313,102,116,95,100,14,82,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,2,31,0,0,13,9,4,0,0,0,0,0,53,0,0,12,0,0,9,0,32,8,3,0,0,83,67,16,0,0,0,0,0,1,0,0,0,0,11
,Kerens,1460,40,13,24,3,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,9,0,0,0,0,2,6,1,6,0,0,0,1,0,0,1,4,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1
,Kermit,5694,77,41,33,3,39,5,33,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,6,0,6,0,0,1,1,0,0,0,0,0,0,16,0,0,3,4,0,0,1,8,2,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
,Kerrville,24962,1009,346,334,329,322,33,237,52,2,1,1,0,3,3,0,3,16,6,1,1,8,0,0,0,0,31,25,56,0,0,62,28,19,7,0,3,4,1,134,0,0,19,18,2,35,2,58,20,5,1,1,288,286,2,0,0,0,0,0,0,0,0,0,0,40
,Kilgore,13527,1576,224,505,847,215,26,151,38,0,0,0,0,0,0,0,4,5,2,1,0,2,0,0,0,0,38,19,40,7,0,71,47,18,2,0,0,4,0,281,0,0,146,16,0,21,7,91,33,3,13,0,805,341,464,0,0,0,0,0,0,0,0,0,0,42
,Killeen,161968,9178,2982,4424,1772,2777,605,1940,232,10,9,1,0,0,0,0,46,149,84,10,6,49,0,0,7,1,497,81,833,16,0,451,271,170,8,0,0,0,2,1770,19,3,311,67,3,578,96,693,690,69,9,11,1305,915,390,2,1,1,0,0,30,18,12,6,0,406
,Kingsville,24579,1678,454,897,327,443,58,360,25,0,0,0,0,0,0,0,0,11,6,0,5,0,0,0,0,0,85,18,244,0,0,79,6,43,6,4,3,16,1,434,1,3,119,7,0,71,3,230,30,5,2,4,285,233,52,0,0,0,0,0,9,0,0,0,0,29
,Kirby,8058,322,84,221,17,80,56,7,17,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,1,0,22,2,71,0,0,17,13,4,0,0,0,0,0,64,0,0,1,2,0,26,5,30,39,5,0,0,15,10,5,0,0,0,0,0,0,0,0,0,0,2
,Knox City,1024,37,13,21,3,12,3,7,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,1,3,0,0,1,0,0,0,0,0,1,0,8,0,0,0,2,0,2,0,4,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1
,Kountze,2258,57,21,21,15,20,4,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,3,1,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,5
,Kyle,63931,2226,677,1018,531,634,124,454,56,0,0,0,0,0,0,0,19,24,13,3,5,3,0,0,0,1,45,31,177,4,7,164,104,28,2,0,2,26,2,468,1,0,250,16,2,114,26,59,96,16,9,8,441,312,129,0,0,0,0,0,15,0,0,0,0,67
,Lacy-Lakeview,7333,404,137,147,120,127,21,100,6,6,3,3,0,0,0,0,1,3,2,1,0,0,0,0,1,0,25,3,33,0,0,3,1,2,0,0,0,0,0,68,0,0,0,0,1,12,2,53,11,2,1,0,113,82,31,0,0,0,0,0,0,0,0,0,0,7
,La Feria,6790,343,81,158,104,78,22,50,6,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,13,4,18,0,0,19,9,1,0,0,2,7,0,88,0,0,36,0,0,3,1,48,14,1,0,0,98,49,49,0,0,0,0,0,2,0,0,0,0,4
,Lago Vista,10066,216,74,127,15,66,9,51,6,0,0,0,0,0,0,0,1,7,3,2,2,0,0,0,0,0,6,5,32,0,0,31,1,10,17,0,1,1,1,44,1,0,3,8,0,13,1,18,8,0,1,0,14,6,8,0,0,0,0,0,1,0,0,0,0,0
,La Grange,4478,241,69,139,33,64,6,47,11,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,0,16,2,28,0,0,6,0,6,0,0,0,0,0,77,0,0,16,4,2,8,1,46,8,2,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,3
,La Grulla,1203,37,16,21,0,14,4,9,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,5,0,5,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Laguna Vista,3754,76,16,55,5,15,2,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,1,14,0,0,11,7,2,1,0,0,1,0,18,0,0,4,0,0,0,0,14,3,0,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0
,La Joya,4748,113,38,52,23,37,21,7,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,11,1,15,7,0,0,0,0,0,0,0,0,0,17,2,1,0,0,0,4,2,8,0,0,0,0,20,9,11,0,0,0,0,0,1,0,0,0,0,2
,Lake Dallas,7885,156,61,79,16,58,7,48,3,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,8,4,19,0,0,14,4,4,0,0,0,6,0,29,0,0,0,1,0,4,2,22,3,2,0,0,13,12,1,0,0,0,0,0,1,0,0,0,0,2
,Lake Jackson,27432,1207,431,681,95,403,51,319,33,1,1,0,0,0,0,0,9,18,11,1,0,6,0,0,0,0,44,23,83,0,0,82,63,19,0,0,0,0,0,413,0,0,209,1,0,60,5,138,31,4,1,3,68,68,0,11,9,1,1,0,2,0,0,0,0,11
,Lakeport,992,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lakeside,1592,37,7,26,4,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,10,6,3,0,0,0,0,1,9,0,0,1,0,0,0,0,8,2,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0
,"Lakeview, Harrison County",6633,215,56,87,72,53,6,36,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,4,16,0,3,23,5,5,0,0,2,11,0,28,0,0,0,1,0,4,2,21,4,0,1,0,67,57,10,0,0,0,0,0,0,0,0,0,0,5
,Lakeway,19519,577,89,314,174,83,9,62,12,0,0,0,0,0,0,0,1,5,4,0,0,1,0,0,1,0,31,26,33,0,0,33,8,24,1,0,0,0,0,168,0,0,4,0,0,58,0,106,21,0,1,0,160,36,124,0,0,0,0,0,3,0,0,0,0,11
,Lake Worth,4652,793,82,539,172,77,13,52,12,0,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,21,11,41,0,0,37,16,15,5,0,0,0,1,395,0,0,53,0,2,29,0,311,27,6,1,1,107,103,4,0,0,0,0,0,3,41,0,0,41,20
,La Marque,19503,1286,520,553,213,483,62,328,93,4,4,0,0,0,0,0,2,31,22,0,0,9,0,0,2,0,73,12,83,0,1,38,6,17,0,0,3,12,0,289,0,0,140,9,3,24,9,104,40,9,6,2,168,139,29,0,0,0,0,0,3,0,0,0,0,40
,Lamesa,8300,332,131,132,69,118,22,72,24,2,0,2,0,0,0,0,5,6,4,0,0,2,0,0,2,0,32,7,26,1,0,9,5,4,0,0,0,0,0,41,0,1,0,0,1,11,3,25,12,2,0,0,59,59,0,0,0,0,0,0,1,0,0,0,0,9
,Lampasas,7894,737,232,355,150,219,20,147,52,1,1,0,0,0,0,0,0,12,6,1,0,5,0,0,0,0,13,7,87,0,0,46,4,30,11,0,1,0,0,196,2,1,63,6,0,13,4,107,5,1,0,4,131,85,46,0,0,0,0,0,2,0,0,0,0,13
,Lancaster,40292,2476,602,1670,204,580,164,374,42,5,4,1,0,0,0,0,1,16,6,1,0,9,0,0,4,1,140,8,328,0,0,81,11,33,37,0,0,0,0,819,0,2,283,0,1,176,16,341,263,26,0,0,147,121,26,0,0,0,0,0,1,0,0,0,0,56
,La Porte,37221,1466,576,477,413,554,61,459,34,1,0,1,0,0,0,0,0,21,6,1,0,14,0,0,2,0,55,12,24,5,3,83,33,19,0,0,6,25,0,237,0,0,39,42,0,77,21,58,44,6,6,2,383,184,199,0,0,0,0,0,4,0,0,0,0,24
,Laredo,256542,10569,3742,5514,1313,3479,869,1644,966,11,10,1,0,4,0,4,53,195,100,22,7,66,0,0,36,2,452,55,1096,17,0,639,415,169,38,1,0,6,10,2799,43,32,381,75,2,669,70,1527,325,86,7,50,946,942,4,9,0,9,0,0,30,4,3,1,0,274
,La Vernia,1315,130,10,55,65,8,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,5,6,0,0,2,0,2,0,0,0,0,0,33,0,0,0,0,2,3,0,28,8,0,0,0,62,25,37,0,0,0,0,0,0,0,0,0,0,3
,La Villa,3091,141,51,84,6,51,15,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,3,0,1,0,0,1,1,0,51,1,0,20,0,0,3,1,26,3,2,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2
,Lavon,7814,203,65,117,21,62,24,35,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,33,1,15,0,0,18,1,6,6,0,0,5,0,46,0,0,0,1,0,1,0,44,0,2,2,0,14,9,5,0,0,0,0,0,1,1,0,0,1,5
,League City,115791,4082,1069,2404,609,1020,82,844,94,6,4,2,0,0,0,0,1,42,25,4,1,12,0,0,0,1,136,69,258,20,25,516,166,89,1,0,53,206,1,1166,2,0,399,94,0,396,94,181,113,16,84,3,517,353,164,0,0,0,0,0,15,1,0,1,0,73
,Leander,82228,1813,648,1007,158,588,26,523,39,1,0,1,0,0,0,0,9,50,24,2,0,24,0,0,3,1,75,16,152,0,0,108,32,37,0,0,0,35,4,597,1,1,194,18,0,122,0,261,47,4,4,4,130,106,24,0,0,0,0,0,12,0,0,0,0,12
,Leon Valley,11370,1557,290,946,321,282,49,187,46,0,0,0,0,0,0,0,0,8,5,2,0,1,0,0,1,1,47,27,160,1,0,43,6,21,16,0,0,0,0,486,1,2,125,28,1,120,39,170,165,8,7,1,269,175,94,0,0,0,0,0,3,0,0,0,0,48
,Levelland,12194,526,145,272,109,134,67,47,20,2,1,1,0,0,0,0,2,7,4,0,1,2,0,0,1,0,57,24,63,0,0,2,2,0,0,0,0,0,0,102,0,0,12,0,0,10,0,80,19,4,0,0,101,101,0,0,0,0,0,0,0,0,0,0,0,8
,Lewisville,133694,6120,1463,3702,955,1368,186,947,235,9,8,1,0,1,1,0,14,71,19,3,40,9,0,0,3,0,186,89,376,10,15,698,343,74,65,0,17,195,4,1838,2,2,481,67,1,393,191,701,389,50,48,7,780,586,194,0,0,0,0,0,17,8,4,3,1,143
,Lexington,1300,23,5,9,9,4,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,3,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,1
,Liberty,8808,407,124,257,26,120,30,61,29,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,1,2,19,27,28,0,0,31,1,19,0,0,1,10,0,133,0,0,14,0,0,12,2,105,14,2,0,0,25,21,4,0,0,0,0,0,0,0,0,0,0,1
,Liberty Hill,7018,158,44,73,41,42,3,36,3,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,10,3,11,1,0,11,11,0,0,0,0,0,0,30,0,0,0,3,0,8,2,17,7,0,0,0,40,16,24,0,0,0,0,0,0,0,0,0,0,1
,Lindale,6953,221,43,142,36,40,10,23,7,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,3,9,19,0,0,17,9,6,0,0,1,1,0,84,0,0,16,1,0,11,2,54,9,0,0,2,29,21,8,0,0,0,0,0,1,0,0,0,0,4
,Little Elm,59954,1289,505,492,292,447,80,280,87,1,1,0,0,1,1,0,2,54,37,1,0,16,0,0,2,0,23,17,73,0,0,72,34,22,12,0,1,2,1,243,3,0,10,0,0,49,1,180,57,4,1,6,213,175,38,0,0,0,0,0,6,0,0,0,0,67
,Littlefield,5707,237,63,135,39,63,10,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,5,31,0,0,2,0,1,1,0,0,0,0,59,0,0,3,1,0,13,0,42,10,2,0,0,35,32,3,0,0,0,0,0,0,1,0,1,0,3
,Live Oak,16020,1552,162,1002,388,146,9,107,30,0,0,0,0,0,0,0,1,15,11,1,0,2,1,0,0,0,67,12,82,1,0,107,36,37,0,0,0,34,0,553,0,0,104,1,0,209,16,223,117,6,57,0,358,64,294,0,0,0,0,0,2,0,0,0,0,28
,Livingston,5813,712,198,390,124,188,29,137,22,0,0,0,0,0,0,0,0,10,3,2,1,4,0,0,0,0,19,12,36,0,0,24,7,13,4,0,0,0,0,244,0,1,141,16,1,31,2,52,35,5,15,0,109,81,28,0,0,0,0,0,0,0,0,0,0,15
,Llano,3564,80,24,53,3,24,2,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0,0,6,4,0,0,0,0,0,2,26,0,0,4,4,0,8,0,10,5,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
,Lockhart,15310,513,112,294,107,107,6,100,1,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,0,98,9,44,1,0,15,9,4,1,0,1,0,0,94,1,1,10,3,0,19,0,60,32,0,1,0,92,77,15,0,0,0,0,0,0,0,0,0,0,15
,Log Cabin,819,23,7,11,5,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,2,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
,Lone Star,1403,33,16,15,2,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,Longview,82981,5531,1379,3175,977,1291,253,704,334,12,9,2,1,0,0,0,8,68,42,4,0,22,0,0,1,0,297,131,566,0,0,324,74,162,2,1,0,84,1,1622,3,9,375,74,2,333,53,773,195,39,0,5,767,711,56,0,0,0,0,0,10,0,0,0,0,195
,Lorena,1779,97,31,30,36,29,7,4,18,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,3,0,0,3,3,0,0,0,0,0,0,16,0,0,1,0,0,1,1,13,6,0,0,0,29,27,2,0,0,0,0,0,1,0,0,0,0,6
,Los Fresnos,8260,448,85,162,201,82,61,10,11,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,11,5,19,0,0,14,0,6,8,0,0,0,0,105,16,1,1,0,0,3,0,84,6,1,1,0,193,66,127,0,0,0,0,0,1,0,0,0,0,7
,Lubbock,266960,25769,7581,14787,3401,7135,1687,4416,1032,24,16,5,3,6,6,0,55,361,173,59,30,99,0,0,83,5,1638,467,2565,141,72,2334,1239,435,52,2,190,341,75,5951,13,3,1404,1046,23,1880,328,1254,998,356,177,21,2560,1639,921,2,0,1,1,0,120,183,80,2,101,515
,Lufkin,34193,2846,751,1574,521,682,135,485,62,4,2,2,0,2,2,0,5,58,34,3,2,19,0,0,2,0,134,70,256,21,0,238,59,134,1,3,6,30,5,736,18,1,180,80,4,190,34,229,79,31,7,1,435,275,160,0,0,0,0,0,22,4,2,1,1,59
,Luling,5528,241,64,127,50,62,14,37,11,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,11,8,14,0,0,10,7,2,0,0,0,0,1,73,0,0,0,0,0,9,0,64,11,0,0,0,40,27,13,0,0,0,0,0,0,0,0,0,0,10
,Lumberton,14264,390,115,151,124,108,11,84,13,0,0,0,0,1,1,0,0,6,2,1,0,3,0,0,0,0,17,8,16,0,0,21,1,6,14,0,0,0,0,74,0,0,10,1,3,13,3,44,13,2,0,0,99,92,7,0,0,0,0,0,4,0,0,0,0,21
,Lyford,2237,42,10,32,0,8,3,5,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,6,0,0,3,1,2,0,0,0,0,0,21,0,0,1,1,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lytle,3120,215,15,138,62,13,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,16,5,35,0,0,3,1,1,1,0,0,0,0,73,0,0,32,2,0,1,0,38,5,1,0,0,56,28,28,0,0,0,0,0,0,0,0,0,0,6
,Madisonville,4638,180,43,110,27,39,10,22,7,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,13,2,14,0,0,19,6,7,2,0,2,0,2,49,0,0,10,3,3,6,0,27,10,3,0,1,21,20,1,0,0,0,0,0,0,1,1,0,0,4
,Magnolia,3921,116,21,45,50,20,2,17,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,1,6,0,0,6,1,3,0,0,0,2,0,11,0,0,3,3,0,0,0,5,5,3,2,0,39,39,0,0,0,0,0,0,0,0,0,0,0,11
,Manor,22185,766,136,550,80,130,23,79,28,2,2,0,0,0,0,0,3,1,1,0,0,0,0,0,3,0,40,4,132,0,0,14,6,7,1,0,0,0,0,273,0,0,2,0,0,87,2,182,72,9,3,0,56,52,4,0,0,0,0,0,4,0,0,0,0,20
,Mansfield,78788,2176,366,1580,230,341,63,219,59,1,1,0,0,0,0,0,0,24,15,0,0,9,0,0,3,0,102,34,155,0,0,216,132,80,2,0,0,0,2,958,0,0,282,0,5,153,49,469,96,16,0,17,161,160,1,0,0,0,0,0,3,10,10,0,0,39
,Manvel,17817,402,117,183,102,106,14,86,6,0,0,0,0,0,0,0,1,10,9,0,0,1,0,0,1,0,32,3,22,0,0,17,6,1,0,0,1,9,0,84,0,0,4,1,0,19,1,59,16,1,7,1,75,43,32,0,0,0,0,0,0,0,0,0,0,26
,Marble Falls,7598,614,171,251,192,158,21,118,19,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,1,0,22,6,49,0,0,31,5,7,19,0,0,0,0,130,0,0,0,0,0,0,0,130,11,1,0,0,173,89,84,0,0,0,0,0,2,0,0,0,0,17
,Marfa,1695,27,7,4,16,5,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,2
,Marion,1077,9,1,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
,Marlin,5488,228,62,72,94,56,20,31,5,0,0,0,0,0,0,0,1,5,3,0,1,1,0,0,1,0,23,2,18,1,0,3,1,0,0,1,0,0,1,13,0,0,0,5,0,0,0,8,7,3,1,3,81,77,4,0,0,0,0,0,1,0,0,0,0,9
,Marshall,23790,1098,353,625,120,339,90,190,59,2,2,0,0,0,0,0,1,11,7,1,0,3,0,0,0,0,133,22,114,3,0,53,15,27,0,0,0,11,0,254,0,0,10,4,1,52,2,185,34,11,1,4,73,72,1,0,0,0,0,0,1,1,0,0,1,41
,Mathis,4262,277,66,123,88,66,16,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,37,0,0,3,0,2,0,0,0,1,0,51,0,0,9,4,0,14,3,21,9,2,0,1,79,72,7,0,0,0,0,0,1,0,0,0,0,7
,Maud,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Maypearl,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,McAllen,145684,8492,2690,4308,1494,2581,118,1905,558,8,7,1,0,1,1,0,5,95,40,6,6,43,0,0,3,0,163,75,904,16,30,394,175,110,27,0,0,75,7,2593,2,4,1181,186,2,278,103,837,92,35,3,18,1287,950,337,4,0,3,1,0,18,12,8,1,3,155
